Norm,Activation,Seed,Dice_ET,Dice_TC,Dice_WT,Dice_NCR,Dice_ED,HD95_ET,HD95_TC,HD95_WT,HD95_NCR,HD95_ED,Sens_ET,Sens_TC,Sens_WT,Sens_NCR,Sens_ED,Prec_ET,Prec_TC,Prec_WT,Prec_NCR,Prec_ED
bn,swish,1337,0.7894578654243346,0.8526280165448283,0.8693273573296051,0.6782250637908264,0.7823382191066934,2.41330979867299,2.7921318652554845,2.8323922702249846,10.395911973502065,4.247978313112751,0.7539567934780813,0.8075567246658013,0.8906016860241568,0.6665807184633294,0.8427849023157385,0.8559245821304338,0.9236851337669229,0.8654716815921327,0.7633225022064951,0.7537665686890537
bn,swish,2025,0.8032848235183967,0.8606593039927166,0.8761086416453,0.6792154692950233,0.7913890392627012,2.351127615446944,2.8752451108716284,2.1077108076679516,5.708854727772155,3.252609846218208,0.7986396960078177,0.8364772827457553,0.8693745870263201,0.6650321646604932,0.8048922633363745,0.8327804919024486,0.9028382831514637,0.9010889128028,0.7635603915939776,0.8063223887553143
bn,tanhexp,42,0.8144674630957591,0.864586607113953,0.8808283923036269,0.6609981843790437,0.7940275342631041,2.003184070823427,2.731774435237802,1.9576302078092749,6.017331294697268,3.191106432753819,0.8317505287876195,0.8504577322050413,0.8771653235374304,0.6355150748074999,0.811162010535453,0.8133792220640633,0.8973041785267538,0.899014651246253,0.7704598809308201,0.8039181159800822
bn,tanhexp,1337,0.8065778749272136,0.8691576526083536,0.8693538083845118,0.6685601422738632,0.7802037579341913,2.134344698413144,2.6650905960383344,2.5566302867475867,5.56513784357021,3.8639470475333364,0.836885125989085,0.8577506759915567,0.8708080470658467,0.6398038557152539,0.7991629595854499,0.8020951168348648,0.9006627962770783,0.8871882517817501,0.7763563746319578,0.7924258708594147
bn,tanhexp,2025,0.8084022838423414,0.861772966438029,0.8783640669394626,0.6671080437988792,0.7878218149886176,1.8502483466121993,2.676076975691436,1.9497201242686215,5.608011666877824,3.6303500927386163,0.8255598957112429,0.8619758320135403,0.8951126913236713,0.6630184660967439,0.8254619310877875,0.8171591859456249,0.8848637730903629,0.8772386858673219,0.7542388729549998,0.7783134391759489
gn,leaky_relu,2025,0.8071879765276879,0.8694574316727093,0.8751893847174826,0.6851580473554998,0.7876912790314827,2.2178886816778802,2.5247051716668256,2.0487130574672094,5.5051878151849305,3.1864754337238237,0.8121529925838136,0.8383106245218098,0.8595166925231855,0.6509917777214378,0.7950241160677669,0.8220003649831253,0.9220903182467225,0.906648211163036,0.8195845669197862,0.8081610808445465
gn,prelu,2025,0.8072881229366515,0.8684730848873475,0.8753590437405637,0.6794433035427494,0.7868892858276111,2.110765647394911,2.5057393528546767,2.222794013217426,5.495525011390199,4.178230624274255,0.826641864891028,0.8426399533668452,0.8827087072591473,0.6311277721682876,0.827966908176211,0.8066766071692316,0.9119240360118798,0.8819778009390165,0.8229193330371544,0.7743727383342328
gn,relu,2025,0.8114889518705083,0.8658093790002017,0.8798258041690245,0.6761120823577272,0.7953097344643894,2.0149934941875123,2.405460187229584,2.7469963020535317,5.519178352777491,4.037517936020261,0.8258918268854192,0.848145236682388,0.8883024098104192,0.6513569618646423,0.830446755540745,0.8131641196312318,0.9022848452320555,0.8852801270374253,0.7929018291571158,0.7849575501744904
gn,swish,2025,0.8094745440037879,0.8724705877077293,0.8779512337840637,0.6923032350151698,0.7956790431124626,2.1250208248192237,2.469625518226225,3.027919680798098,4.618006763848816,4.201588076971439,0.8090909033641089,0.8564397391659517,0.8738418386724268,0.6904888169716653,0.8130548499768641,0.8260090590971506,0.9067504544166827,0.8942216888978204,0.7705265111017372,0.7996247467336559
gn,tanhexp,1337,0.8158526355035145,0.8787273584847506,0.8833499310418184,0.6793928939511393,0.7996314645667005,1.906710267422413,2.454918452835296,2.038301669094903,5.431913507418538,4.059326498305583,0.8488945607214772,0.8723840674120642,0.8760748729343999,0.6630772434025611,0.8046127337146007,0.8008502692168165,0.8982690959786639,0.9022005785288371,0.7746706273092023,0.8152337989897644
gn,tanhexp,2025,0.8172500176282697,0.8794933150110087,0.8801737027393177,0.6870248604123326,0.7981809818152736,1.9117303862963084,2.6910798050196765,2.214067650716974,5.403866562047209,3.4199667035404024,0.8508992665589137,0.8700356441486622,0.9001087988622851,0.6566958803809774,0.8428472114733763,0.8002897208081448,0.9022051226741635,0.8733894757527867,0.8004023036276874,0.7808097238189294
in,leaky_relu,2025,0.8117264885625954,0.8752451073503884,0.8781825203862762,0.6811466162634932,0.7967695904482776,1.6516333785983854,1.9300824937400147,3.0064580886260805,5.184460506544263,4.179770939696362,0.8532398592045386,0.8700974946799371,0.8994090099933867,0.6488528567275735,0.8466664051853576,0.7901971196939495,0.8951691550243067,0.8700101459089769,0.783275771843114,0.7741264976313371
in,prelu,2025,0.809225146100204,0.874822328526165,0.8807308284920321,0.6764427319921082,0.7998840578501383,2.0156763787419543,2.2000414549435425,3.0682964992383686,5.575042190142089,4.133258005986262,0.8625931743693738,0.8803764743834848,0.8860924134860345,0.6502534247012544,0.825023722027805,0.778180249112062,0.8871828157706871,0.8861855769292796,0.7851303249662843,0.7975211118840967
in,relu,2025,0.8131104561900009,0.8776448857056098,0.8788067056253246,0.6815735790369285,0.7971710210904707,2.103521419736455,2.297864541671976,3.1305750761899627,5.200457545698636,4.277270381132349,0.853359398958946,0.8683089464655155,0.8867989989826405,0.6468227160458577,0.8290854101955548,0.7903372780717118,0.9008227267844624,0.8831500129326201,0.7970864585938983,0.789355785346501
in,swish,2025,0.8162964962300419,0.8799811146100663,0.8837176099683373,0.6802435729306977,0.801145399513904,1.603771028760833,1.9555952864192652,2.081273373399221,4.985169975925648,4.318613816484964,0.864985745655334,0.8755369911096935,0.8962227102133175,0.6438083611132603,0.8383473225529708,0.7863503374754398,0.8950356820084286,0.8824072286567294,0.7900822620265463,0.7876891995707339
in,tanhexp,2025,0.8124710854664715,0.8767917982602962,0.8798206149463811,0.6790874814677528,0.798449788829296,1.933063234402342,2.220291220648117,2.003546505975277,5.2879285061876775,3.0875547908284324,0.835995872624144,0.863732400725387,0.8934939916918941,0.6588010077865865,0.8395879562509467,0.8079497290962513,0.9043098013045553,0.87805388728332,0.7741807911123896,0.7821759472491607
